0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0.3110569,-0.46283865,-0.25334477,0.00806128,-0.5862716,-0.32454547,0.22079998,0.3421085,0.48321643,-0.31736755,0.35205767,0.2688486,-0.2659534,-0.047697794,-0.3810713,-0.31052932,-0.08510334,-0.20229505,-0.19975434,-0.57161224,-0.46538922,-0.23343019,0.107110925,0.5325423,-0.19624801,-0.41578123,0.050688133,-0.37579617,0.13727784,-0.18058555,-0.29788864,-0.13924041,0.4326915,0.2001769,0.13232914,-0.55979073,-0.12918311,-0.22955655,0.17571035,0.42175874,0.40600818,0.17198634,0.81053627,0.20717981,-0.1945166,-0.21352585,-0.3951552,0.14494844,-0.5976368,0.10331919,0.52497786,0.7614218,-0.22390556,0.22173083,-0.26875162,-0.12475782,0.28936866,0.1751677,-0.18590367,-0.14317115,-0.08606984,0.2007937,-0.17988266,0.34422097,-0.15293936,0.21974644,-0.7044145,0.29418692,0.098191485,0.01506269,0.10111132,0.04801993,0.51059294,0.2644626,-0.5825525,0.11955277,0.18634677,-0.1658792,-0.2386404,-0.393163,0.060190063,0.115162425,0.45098233,0.0060234587,0.062064923,-0.6388959,0.3452415,0.4805203,-0.11896464,-0.71257454,0.03198019,0.17883301,-0.45818794,-0.25788042,0.36154997,0.3150138,0.23093694,-0.036961008,-0.42257184,0.15110269,0.594147,0.47591847
-0.14593995,0.3865894,-0.23715897,0.14014788,0.3218937,0.37887084,0.18410853,0.18175486,-0.1712305,-0.08747436,-0.09603907,-0.34310123,-0.4465478,0.01865167,0.16714437,-0.5737201,-0.44642878,-0.14252925,-0.15142645,-0.22893776,0.04176839,-0.67656356,0.049350917,0.08696082,-0.3076238,0.2982548,-0.06973659,0.094555706,0.22452709,-0.4411949,0.58443975,-0.5635064,0.551914,0.1913105,0.5829675,-0.18412858,0.028595738,0.33583128,-0.050990537,-0.20244367,-0.544756,-0.20867263,-0.07258089,-0.010772069,0.22677693,-0.5205382,-0.22573943,0.16246112,0.30139005,-0.29723415,-0.11504594,0.41327742,0.19270696,0.12692492,0.41986695,0.07921144,0.39325276,0.12957305,-0.4289834,0.108713366,-0.24980879,0.43359318,-0.1657289,-0.07595734,-0.017619831,-0.20435585,0.034517154,0.24401969,-0.38974476,-0.015009564,-0.13881372,0.15680431,0.21128711,-0.11794348,-0.33609778,0.34341535,-0.5396633,-0.35612494,-0.5364507,0.3204713,0.11903276,0.08039976,0.030937567,-0.40536368,0.08732327,0.25292647,-0.1787794,-0.5204206,0.12114467,-0.2632459,-0.25725597,0.04418757,0.7310144,-0.3041288,0.48554927,-0.20078695,-0.10871802,0.13931037,-0.57089335,0.15210353,0.25404322,0.19194454
-0.14113724,0.3986941,-0.0074867187,-0.48689073,0.28037238,-0.104093,0.3535659,-0.028043343,-0.06622728,-0.7324098,0.06325823,-0.031519562,-0.30674732,-0.22383045,-0.29490608,-0.10740708,0.47700983,-0.43987072,-0.67191106,0.3227202,-0.32294494,0.17393343,-0.44610837,0.15778066,-0.039756052,-0.424561,-0.18911341,0.58643574,-0.22205931,0.23128752,-0.49705145,-0.3098709,0.13735108,0.3820778,0.23574793,0.008712962,0.48863512,-0.2809752,-0.22978973,0.0142811835,0.17833091,0.18236928,0.28279784,-0.18721727,-0.30982694,0.5280329,0.21355169,0.35356,0.61216533,-0.23022118,0.39646208,-0.33505777,-0.46224785,-0.10409139,-0.3340001,0.42813477,0.32889265,-0.14559257,-0.48081908,0.73794734,-0.11664717,0.12739712,-0.09925596,-0.32709545,-0.27874276,-0.60596865,0.69105583,0.10342183,0.12767127,0.33852917,0.39400002,-0.09514071,-0.17587423,-0.3201899,-0.20281607,-0.43793344,-0.41754454,0.2183558,-0.31422576,0.53255975,-0.33630422,0.6737385,0.039460674,-0.28779635,-0.050010916,-0.4264547,-0.3438137,-0.34332877,0.51895744,-0.17917234,-0.40724954,0.20954363,-0.023903629,-0.5208071,0.532177,-0.28282568,0.6227878,-0.18445432,0.44830254,0.028217424,-0.5769374,-0.39883605
-0.39985907,-0.2815767,-0.34161937,0.16899209,-0.058954433,-0.2613,0.7443939,0.1666079,-0.06810084,-0.20655036,0.3820119,0.2626007,-0.66360474,-0.20742497,-0.19450514,-0.1886192,0.2799847,-0.13878877,-0.5091587,0.4251207,0.40807012,-0.16291685,0.23356117,0.5314606,0.20278591,0.14669752,0.2308765,0.14145732,0.13426341,0.2591522,-0.5671753,0.13890144,-0.37206754,-0.0793538,0.4675986,0.26356968,-0.34752974,0.19201173,0.29277763,-0.47267377,-0.2921147,-0.3668714,0.60739034,-0.15132436,0.67633516,0.25821042,-0.031100666,0.14358889,0.39101434,0.117028154,-0.13571444,0.029041698,0.014905857,0.59849405,0.0443387,-0.7443861,-0.4178875,0.31228113,0.13112241,-0.34008548,0.48551205,0.58453864,-0.36661932,-0.3458876,-0.2128496,0.48259947,-0.1427771,0.28807437,-0.43668723,-0.2906486,-0.4376082,-0.37812534,0.37961945,-0.42762208,-0.3637497,0.6994726,-0.08427896,-0.094744496,-0.0027095661,0.33871683,0.50027126,-0.12810335,0.6604911,-0.40392876,0.49669087,0.67110616,0.18051937,-0.046723507,-0.42061123,-0.12978424,-0.11926493,0.356036,0.41097087,0.16621539,-0.21258876,0.036449403,-0.46988952,0.47294623,0.3463961,0.115083985,-0.40058628,0.41921797
0.4858397,-0.2831247,0.41466826,-0.18169388,-0.16301568,-0.13505596,0.19233951,-0.4423294,0.39522097,0.26239324,0.29668313,0.3081127,-0.17623413,-0.0021009208,0.008890312,-0.5012285,0.27420604,0.277016,-0.3156571,-0.06788683,0.38475806,0.002834793,0.30923185,-0.34328684,0.22159034,0.4305046,0.036769707,0.5635653,-0.10901182,0.1537539,-0.3842321,-0.47391546,-0.35204184,-0.1548396,-0.26499358,0.33006373,-0.045023162,0.13780619,-0.1967456,-0.02250184,-0.0019417434,-0.024705468,-0.6348817,-0.18914564,-0.45742726,-0.37776795,0.09807596,-0.19286473,0.64117485,0.052747246,-0.22518219,-0.04055158,-0.02358747,-0.5458842,0.28521702,0.027464682,-0.66283137,0.42221296,-0.36677453,-0.10431252,0.3609044,0.13706222,-0.42598128,-0.35047525,-0.005671981,-0.29543412,-0.1741056,-0.5165369,-0.21125767,-0.18970072,0.0076262048,0.3658272,0.1742362,-0.14961657,-0.40450397,-0.28995407,0.028694928,0.029557943,-0.18381706,-0.066300504,0.06105334,-0.044291213,0.47801313,-0.08470443,-0.06681261,0.19225477,-0.3931635,-3.4386e-05,0.61609685,-0.07897012,0.0728053,0.5207634,0.35556838,-0.6426961,-0.5117766,0.37168163,0.20203431,-0.41049033,0.248199,0.1881977,-0.5244168,-0.01954091
-0.112630695,-0.2543708,0.19651379,-0.2615929,0.037536494,-0.17772436,0.31599903,0.23687053,-0.50734633,-0.28279534,-0.24215251,0.02543348,0.23522732,0.07063724,0.09577028,0.058795907,0.35123777,0.4722466,0.2699844,0.2825239,0.31255436,-0.23393425,0.23380099,0.096044466,0.31519076,0.120472856,0.38172966,-0.44043761,0.046632096,0.18102549,0.16930372,0.03433979,-0.16606353,0.1849919,-0.07611853,-0.029816138,-0.22312853,-0.52636415,0.06952248,0.05388465,0.32664925,0.13792029,0.089123756,-0.555532,0.012389206,-0.07056606,0.5660164,-0.17788069,0.36597532,-0.011809257,-0.4333684,-0.07472056,0.052294917,-0.04152425,-0.13590144,0.18098727,-0.41991898,-0.22312403,-0.46836978,0.3479534,0.119726725,-0.20053902,-0.4282153,-0.04530897,-0.36104906,-0.40284732,-0.18033051,-0.35136792,0.34258872,-0.035445835,-0.16088365,0.096898034,0.37819666,-0.13601801,0.25180188,-0.19128023,-0.1119908,0.11166186,0.22271755,-0.43249053,-0.30199072,0.18944262,0.5650987,-0.03100017,-0.28837875,0.32550213,-0.50942045,-0.21119888,0.51164174,0.19037688,-0.25443372,-0.45469645,0.1554551,-0.00081760105,-0.320529,-0.27566212,-0.3617551,0.62407476,-0.29807955,-0.27319056,-0.14041233,0.30928233
0.16433302,0.04989849,0.33384064,-0.3779845,-0.50000525,0.46476042,-0.15812318,-0.41212285,-0.41935927,-0.37074125,0.19913176,-0.11381378,-0.16821358,0.009532924,0.13678472,-0.40974393,-0.44248945,0.46921214,0.2088853,0.14332668,-0.04058557,0.14213975,-0.26907453,-0.36600065,-0.13054442,0.24440832,-0.17333657,0.29691625,0.47966793,-0.2460414,-0.115801714,-0.70994526,0.1035895,-0.29754812,-0.33477914,-0.07482762,0.6058708,0.05451878,0.021471757,0.3315098,-0.16471033,-0.13410005,0.42766565,0.25739646,-0.38427985,0.1030878,0.2284526,-0.2560416,-0.18250005,0.5177356,-0.016172327,-0.25805065,0.23566103,0.54052716,0.23300852,0.3929278,-0.46197563,-0.14966683,0.26795274,-0.004342945,-0.13084441,0.092172295,0.2587702,0.18996942,-0.3015806,0.19672409,0.5656595,0.06069993,0.6077443,0.5055123,-0.16254744,0.735967,0.41653475,0.16667911,-0.058775008,0.75590813,-0.22312002,0.10779489,-0.21267861,-0.012483101,0.44691923,0.08820084,0.19637917,-0.1565607,0.41301563,0.20734796,0.39838612,0.06519278,-0.4411078,0.03117464,-0.81725967,0.21518609,-0.30311614,-0.3837905,0.4138885,-0.3681953,0.14492169,-0.07638729,-0.6649843,-0.13660553,0.18575972,-0.016261777
-0.2463092,0.6832158,-0.551382,-0.0010688595,-0.19644222,0.18695693,0.21793553,-0.34583682,-0.17584935,-0.06295431,0.0010502043,0.2704349,-0.35501325,0.33272102,-0.5069409,0.26855296,0.015449147,-0.007270952,-0.57662886,0.19780941,-0.37356496,0.23549962,0.3081243,0.41365895,-0.09485547,0.020858655,0.2794694,0.47374636,-0.2840097,0.24027763,0.3613571,0.61384577,0.2705722,-0.5358643,-0.3263629,0.2695352,-0.20708497,-0.35387343,0.14486793,0.0065079145,0.17215814,-0.26958373,0.39313692,-0.03161082,-0.28765097,-0.57347924,0.57337475,-0.4677686,-0.28040013,-0.33802116,-0.04253958,0.3547123,-0.6609302,-0.020304117,-0.0073132855,0.10812351,-0.744083,-0.11912069,-0.13973081,-0.13521592,0.27229524,-0.02011866,-0.47842872,0.569704,0.7674608,-0.25201458,-0.2696311,-0.04786525,-0.30964458,0.6184679,0.57585347,-0.3610824,-0.3717059,-0.01322646,-0.33534798,-0.46992272,0.29113126,0.3925522,-0.014394967,-0.035507083,0.35949105,-0.04507218,-0.2685559,0.4125753,-0.6908057,0.117802486,0.2491395,-0.10385622,0.007026844,0.14209393,-0.03975464,-0.098590255,-0.55901456,0.20398195,0.21221082,-0.28473288,0.6631175,0.17551047,-0.38483438,0.48475346,-0.22223236,0.22924227
0.2950689,0.57835615,0.020981578,-0.19051984,0.36245173,0.6818075,0.09077165,0.19337894,0.12980716,0.28041857,0.6160261,-0.079415806,0.32098168,-0.17195258,-0.044163592,0.3122542,0.033087537,0.20340236,0.2900301,-0.64780664,-0.06147516,-0.209274,0.3837317,-0.28151432,-0.4107859,0.60817116,0.4450591,-0.38605067,-0.5806788,-0.4933576,-0.10728841,0.44507474,0.40856138,0.06899052,0.21467878,0.074410774,0.20378712,0.31641677,-0.36351237,0.15416214,-0.25401366,-0.5518738,0.26229146,-0.089028075,-0.29116127,0.7190919,0.021569375,0.12331336,0.25384977,0.21750733,0.060925424,0.11202066,-0.023778131,0.7178217,-0.057289053,0.108379886,-0.092422366,0.34377238,-0.048300315,0.37106666,0.2773244,0.038425688,0.7209099,0.393699,-0.4706591,-0.027627224,0.3433818,-0.12897645,-0.1293258,-0.343881,0.71208143,0.37072447,-0.7185174,-0.2709264,-0.642738,0.12854765,-0.14906879,0.005924721,-0.58301795,0.6042192,-0.07499706,0.03910411,0.5066743,0.62477475,-0.3270747,0.6097653,0.2831911,-0.38602072,0.37545186,-0.20619537,0.43397608,-0.43228984,-0.13813047,-0.024168313,0.44193745,0.02407272,-0.31434304,-0.4840196,0.018431142,-0.059844907,0.16464593,0.10646079
0.36543405,0.38583174,0.4464091,-0.35691944,-0.08257778,0.56360835,0.5819891,-0.15294577,0.62101203,0.15439288,0.38578004,0.034355547,0.53075737,0.18953471,0.18770829,-0.014653403,-0.046522375,0.42845827,0.16382082,0.27037978,-0.28505364,-0.47339815,0.33316547,0.08153767,0.23687474,0.32105783,0.14769192,-0.16989106,-0.45714602,-0.050054744,0.36288288,-0.084825404,0.4302718,-0.16075245,0.5548303,-0.20578924,-0.47920397,0.024644375,0.24915637,0.48968807,0.7663195,0.25209045,0.43697667,0.22618003,0.28842348,-0.39054626,0.07160233,-0.12381095,0.22136334,-0.16766335,0.029041402,-0.27177897,-0.32305887,0.48189336,0.29623342,0.054104567,-0.17198668,0.31865576,-0.10264086,-0.39702263,-0.022328833,0.105934225,-0.11123625,-0.35332578,0.43307483,-0.26809937,-0.11657247,0.4466367,-0.29486233,-0.39141554,-0.087852836,-0.25559053,-0.019628674,-0.1367792,-0.5110378,-0.047340292,-0.49246496,-0.1676156,0.3762671,0.054088566,0.17607489,-0.08504789,-0.48092493,-0.48693568,-0.5978707,0.19827455,0.28746653,-0.27164087,0.21906632,-0.48721516,0.45806757,-0.29348773,0.41119626,0.334745,-0.29461926,0.34232712,0.17008087,-0.045469612,0.17826103,-0.5113538,-0.2363694,-0.59643096
